text,hate_speech
refugiado Universidad Salesiana Quito Gonzalo Ulcuando oriundo Cayambe Cangahua comentar recorrido haber deber realizar llegar capital razón,0
ser vergüenza estar suceder persona casi refugiada tener explicar recibir ayuda abrazo solidario,0
Media Latinoamérica ahora ser izquierda Uruguay costa rico no estar llorar Honduras salvador gobierno derecha presentar migración comparable venezolana,0
caer miedo refugiado falda militar policía sacar ofensa prensa así ser cobard pantalón cara ineptitud mediocridad,0
Ecuador ser país destino tránsito persona necesitar protección internacional último dos década Ecuador haber acoger mayor población refugiado reconocido América Latina mayoría vecino Colombia,0
persona refugiado venezolano Colombia,0
poder ser ir Venezuela Nicaragua allá creer también querer,0
Señores SENASA indicar favor tipo inmunización inmunógeno utilizar prevenir Encefalitis Equina Venezolana igualmente información enfermedad exótico bovino mencionada Tweet gracias respuesta,0
dar entrada gratuito refugiado ucraniano donar USD afectado invasión ruso país,0
ser venezolano hablé colombiano explique detalle pasariar país ganar socialismo pobre tener tar deseo ser escuchar dar poder menos indicado,0
ojalá pasar venezolano regresen país luchar dejen estar opinar Colombia país tender mano ser desagradecido,1
Jóvenes paria vender fruna decir sandez escuchar joven venezolano bus lastimosamente ser así ser tiempo ya pasar edad tener cualidad llamar paciencia parecierar q uds no supiesar clase,1
interesar comprar no dólar ser veneco buscar pais,1
Marica Venezolanos creer poder opinar situación político país no querer regalado partida hijueputa,1
no saber ya haber posesionar deber ser ya pasar ya dar órden fiscalía procuraduría alcalde hasta ya restablecer relación régimen Venezolano mejor dicho ya empezar régimen,0
noche único función Colectiva Mujeres Refugiadas Exiliadas Migradas proceso año investigación dentro línea trabajo Memoria Paz Gimanasio Moderno entrada libre más info,0
pueblo no chamir saber ser contratista alcaldía,0
Ecuador diablo importar opinir comunista Venezuela,1
ConectandoCaminosPorLosDerechos Circula cadena dirigido refugiado prometer bono casi millón pesos ingresar enlace Cadena FALSA,0
no no denunciar protegido Venezolanos delincuente disfrasado refugiado indocumentado cobrar dólares infiltrado paro hacer pasar indígena,1
entonces dime tener hacer venezolano manifestación ecuatoriano ir país sacar lacra presidente tener,1
detrás camioneta haber motorizado no tener pinta campesino más bien tener pinta chamo,1
indígena estar ganar odio gente más estar alfombra rata venezolana,1
pensar votar señor tratar Hp empleada no hacer ilícito después amenazar equiparar virgen prostituta decir venezolano no poder dar bala tocar sea verdad,1
Opinión ir pasar agenda pendiente dejar refugiado venezolano ir hacer tema expertar RedDeVenezuela explicar importancia atención agenda Va hilo,0
no sorprender gente especular video chama querer fama no carrera comenzar only ya perder tipo fe gente pueblo bueno ser decir ser san carlos saber quedar mierda,0
Ironías vida Venezolanos marchar sacar presidente Ecuador no país pasar aquí,1
ser poder entender no justificar no pensar acento llevar orgullo xq no querer dejar ser ser contrario creer trabajo ser ser mismo empatizar no avergüencer ser venezolano xq ocurrir no ser culpa,0
chama,0
Eso ser indignar manera obligadamente traer cortir agua tener pagar multa así caso más haber par hambre,0
repudiamos acto vandalico responsabilizamos Bélgica refugiado no respetar cumplir ley internacional asistir negociación paz velar bien ecuatoriano reparación económico inmediato,0
Señora ir ser bueno venir inversión cubano nicaragüense venezolano ruso nunca,0
Naguara chamo ufff triunfo Petro ya estar cambiar conchale valer,0
no estar pasar últimamente sentir acento extraño chamo Nawebona,0
vayas votar imagínatar vida llevar hermana Venezolanas acá Colombia gran mayoría trabajar burdel así,1
claro patronal interesar gente mano delante detrás papel hacinado infravivienda construyar lado invernadero miedo hambre ser sentido Europa Fortaleza,0
Venezuela,0
año díamundialdelaspersonasrefugiada tocar aún más cerca caber ayuda persona refugiado ver obligado abandonar hogar poder conocer proyecto específico aquí MarcarLaXesLoNormal,0
ser tanto malagradecido chamo,0
venezolana ver Colombianos decidir país ser destruir,0
selección Colombia Venezuela buscar mañana medalla oro fútbol femenino Juegos Bolivarianos disputar Valledupar Colombia empate ser campeón gol favor contra punto,0
Uss Mengele atreveír tanto tanto bonito tanto facha ser buen cagada papel blanco ojete,0
Situación emocional persona refugiado ser tu casa,0
Chamas cabro ayer marcha asquito no ser Dios mana PrideMonth,0
Migración actividad conmemoración Día Mundial Refugiado Bogotá concentrar Soacha Kennedy Ciudad,0
conmemoración Día Internacional Refugiado llegar botiquín móvil atención médico gratuito usuario extranjero especial niño fundación Haciendo Panas dentro programa movilidad humano farmasoltequierebien,0
Juegue chama jugar,0
también estar Venezolanos delincuente disfrasado refugiado indocumentado apoyar métido paro cobrar acto terrorista deber anular regularización Venezolanos deportación inmediato,1
no ser periodista escribir venezolana dejar parir final decir Francia no entender es decir no ofrecer disculpa expresar mal culpa ser ser tanto bruto no entender no notar xenofobia racismo,0
mucho venezolano propuesta mucho bolivariano,0
Maestro ser millón decir no tape SOL dedo NO toque buscar TOLDA PARTE ECHARSE MALETA HOMBRO COMO VENECOS COBARDES ERRANTES MI guerrillero piromano no representa,1
TRAIDORES hijueputa dan asco,0
parecer raro mujer venezolano empobrecido operar teta quiera vivir sabroso vea,0
Tranquilo querer VENECOS salario ser dólares mes igual miseria pasar elegir Bestia esperar,0
campeón cuento sumerce primero edición PREMIOSTRIBUTOALLLANO UnionDeVoluntades dos país hermano unir AbrazoLlanero cultura llanser WhatsApp,0
Vea Venezuela no estar promesa Chávez México no estar promesa amlo,0
Venecos querer dar opinión jajajajja,1
ser capacitado Ministro Hacienda dipsómano encargado satisfacer deseo Cuba Nicaragua Venezuela,0
Jornada positivo Colombia Venezuela Chile JuegosBolivarianos G,0
modelo haber mostrar bastante enamorado actor venezolano Gabriel Coronel,0
Alemania quedar economía mercado libre empresa seguridad jurídico término haber oer Venezuela cansancio supuestamente no cumplir norma tener más sanción abrir NUEVO frente,0
Hola ser colombiano t tener razón primero relación ejercito petro serar tensas ejercito colombiano haber combatir ultir año guerrilla oligarquía colombiano ser distinto venezolana hacer año crear auc,0
vida medio ser fundamental pasar Grupo Empresas Dónde aprender mucho excelente difícil implicar ser venezolano sentir agradecido aprender correcto coexiste injusto fin feliz día periodista,0
venir decir quitar elmpoder elegido presindete querer imponer ahí tener facha veneco no permitir romper democracia terrorista,1
lucha social ser pacífico haber vivir ser total vandalismo indígena mano venezolano,1
ahora ser indígena venezolano favor más empatía,1
CHAMO ser palabra venezolano llevado parte mundo venezolano ofender palabra ser laksjskakakkakajsjsakkakakakajsjsjsakkaakjshssjaka venecossiendoveneco,0
Mentira no estar Ecuador sacar YouTube Venezuela,0
hoy tener mañana mucho fructífero satisfactorio estar mentora ciberseguridad grupo mujer refugiado emprendedor gracias grandioso oportunidad,0
no veneco robar cobrar vandalizar,1
hoy ser junio Día Mundial Refugiado querer agradecer gobierno ecuatoriano cancillerio promesa nunca cumplir refugiado no ser ser humano fin,0
aquí sólo HAY sujeto clóset refugiado ÁTICO ser jefe IZA,0
hoy ser díadelrefugiado Médicos Fronteras ser testigo padecer ciento mil persona desplazado refugiado solicitante asilo migrant mundo,0
Manja rolo chama,0
gestión conocimiento también aportar reconocimiento refugiado migrant conlosrefugiado,0
haber razón hoy diadelrefugiado ser importante contar,0
gonorrear malparido tapicero veneco tener amenazado mamá,1
Alejandra Carmen ser dos mujer refugiado unir compartir poema mundo expresar sentimiento esperanza miedo Muestra solidaridad persona forzadasahuir amplificar mensaje,0
veneco estar dar seguridad manifestante detrás camioneta estar motorizado,1
hoy conmemorir Día Mundial Refugiado designado ONU honrar fortalecer persona refugiado desplazado mundo haber ver obligado abandonar hogar escapar conflicto persecución,0
señor reactivar relación traer bienestar colombiano especial frontera derecho generar mismo venezolano costar tanto entender no caber cabeza,0
Feliz tarde talento joven venezolano recorrer mundo compartir Chile Fete SINODPC,0
veneco nunca dejar figurar elección mundo Hahaha,1
nuevo presidente Colombia Gustavo Petro anunciar acercamiento gobierno Nicolás Maduro hablar frontera derechos humanos,0
bien dicho gustar presidente Lasso acoger pedido pueblo ecuatoriano relación extranjero indocumentado causa criminalidad protesta país,1
no ser periodista escribir venezolana dejar parir final decir Francia no entender es decir no ofrecer disculpa expresar mal culpa ser ser tanto bruto no entender no notar xenofobia racismo,0
así Maria Isabel haber mujer refugiado buscar ser independiente través emprendimiento unidospalante díamundialdelosrefugiado requier orientación haz aquí,0
hacer no haber mandar video chamo pensar ser amigo Jajajajaja,0
Sidor ser venezolano estar dar dato suelto contexto Confundes así no llegar lado Obviamente empresa venezolano ir estar ruina sanción no defeir maduro ser corrupto ya no estar no haber sanción,0
Venezuela también pedir no compartir amor Chávez ser país hoy alrededor siete millón venezolano hacer parte diásporo rebuscir pedazo pan mundo,0
no ser así dinero chamo quedar acá ganar dólar mandar Venezuela estar dolarizado claro sobrevivir gran república bolivarián cosa ser no querer cuenta,0
mejor ya decir Veneco HDP,1
mucho huevon querer legalizar rata Venezolanas encontrar delinqueir,1
narcotirania chavista tener material hacer pasaporte terrorista iraní venezolano deber esperar más mes,1
mundo haber más refugiado desplazado nunca mitad ser niña niño haber dejar atrás más año World Vision haber estar allí niña niño vida cambiar EnUnInstante diadelrefugiado,0
deber pedir visa venezolano regular ingreso hacer año no requerir también colombiano migrar Venezuela,0
éxodo Venezuela también ser cambio climático cambio gobierno,0
más ucraniano ya haber tramitar Andalucía protección temporal refugiado,0
Ecuador ser único país mundo botar producción lechero agrícola servir alimentar mil familia venezolano vivir indigencia,0
ser inmigrante indocumentado ser sinónimo muerte tiempo,0
veneco así ver poder sacar gobierno llevar año amañado no haber poder Maduro xd,0
derecho refugiado Derechos humanos respeto persona ver ForzadasAHuir no ser opcional poder negociar,0
mujer niña refugiado deber ser proteger manipulación abuso explotación carácter sexual físico así discriminación sexual suministro bien díadelaspersonasrefugiada,0
Colombia no ser Venezuela Nicaragua Perú Chile sí estar acuerdo Colombia poder llegar ser peor sociocomunismo más radical Latinoamérica cuidado acuerdo nacional poder ser mayor trampa historia,0
nuevo presidente Colombia ir haber deportir VENECOS CUBANOS malandro pagado narcoterrorismo marcado país década robado,1
Pablito ser hincha DIM veneco bruto errante,1
Veneco hptar,1
Largo aquí veneco hp,1
disculpar no poder creer religión pasar cosa así silenciar ahora pasar Venezuela país disque Patria Grande,0
Calla veneco tonto inútil asalariado,1
expúlsenlo papel trabajo deambula calle,1
Venezuela culpa estar así veneco asqueroso,1
olvidar mencionar ya unir siempre estar presente cabecilla barrial famosa CDR Comités Defensa Revolución formar década correista más puro estilo Cubano Venezolano ojo entrenamiento incluído no ser invento,0
ser ser ser persona tener derecho buscar protección hoy conmemorar díadelrefugiado fecha designado honrar visibilizar situación persona refugiado desplazado mundo,0
Solo cosa ser persona nefasto política peruano denuncia corrupción colombia eligiir presidente cumplir pueblo no copie modelo socialista vecino Venezuela,0
no deber opinar no ser ecuatoriano ser chamo mas Ecuador Boscan,1
Ecuador ser indigena más veneco guerrilla urbano femiloca entonces estar mal no más subsidio Iza no manda sinar pueblo pueblo elegir presidente izaterroristacorreafinancista,1
Imaginate no tener derecho identidad país imaginate no país distinto tuyo ser haber hacer chavismo negarnos derecho identidad este este ser maldición ser venezolano ser paria,0
no serer Venezuela Cuba no constituyente,0
Aca peru monton venecis vivir sabroso pedir dinero cochecito bebe crio año cochecito bien apretadito saber hacer Venecos peruano sacar ñoña no pedir nadiecomo hacer vago,1
acordar escribir asqueroso columna venezolana bien fin dejar sitio te adorar,0
serio diplomático comprar comida país malandro Quinta saqueir arca venezolano grupito saber vivir antes era madurista tener ahora Comida dólares cobrado así no Asco,0
último tweet noche Cabe recordar primero punzado mucho probable estrella Nacional dar Rafael Dudamel horripilante Palmaseca día perder ir Arriero Piscis Pacho bueno chamo ayudo,0
Chama sí obligado dra principio ser mejor mejor volver usar mil vez,0
persona refugiado también tener sueño esperanza video Tatiana hablar gustar hacer junto padre hermana ver obligado huir Colombia después sufrir amenaza no frenar gana vivir SoyHumano SoyHumana,0
hacer nippl primero nostril cagado preguntar chamo haber desmayar antes Uuuy montón gente bueno ya estar predispuesto caer templinche,0
no mamá ser bien decente talvez comparado Venezuela ser paraíso no estar país ser buen punto ser trocha pasar delincuente papel nombre robar matar hacer daño,1
pese estar mes mundial refugiado migrante persona situación no retorno conmemorar atroz imagen,0
ya sOmOs kOmo VeneSueLa,0
tremendo discurso papel mamá Dilan antana gente gritar poder no más guerra Dios dar sabiduría afrontar problema social político económico fin,0
creer final descubrirar man ser venezolano,1
recomeir comprender lectura tweet siempre haber apoyar venezolano tampoco ayudar,0
oro Perú esgrima peruano Lucas Lutar vencer venezolano Antonio Leal competencia florete así ser final enfrentamiento,0
empezar cambio ya bandido calle petrir ya estar violar división poder reír clase político ser menos año dar patada poner sostener dictadura venezolano,0
mujer niña refugiado deber ser proteger manipulación abuso explotación carácter sexual físico así discriminación sexual suministro bien diadelaspersonasrefugiadas,0
refugiado Universidad Salesiana Quito Gonzalo Ulcuando oriundo Cayambe Cangahua comentar recorrido haber deber realizar llegar capital razón,0
ser chamo más sortario Vzla poner presid AN no habiar mas reconocer EEUU no mandar marín asignar recurso creer fin estar cerca seguir reconocer Biden solo estar esperar decir Chao,0
díadelrefugiado llevar delicioso almuerzo compartir persona refugiado comunidad San Martín Porres plato estrella ser duda Pabellón Criollo,0
saber Bolivar ser calificar época guerrillero bandolero saber origen ejército remontar cuadrilla forajido refugiado llano casanare,0
año más conmemoración seguir gran deuda social refugiado Ecuador año denominado ser ser ser persona tener derecho buscar protección DíaDelRefugio Migraciones CiudadaníaUniversal integración,0
estar contiguir momento difícil cuidar salud persona refugiado sociedad estar atender teléfono cita previo caso urgente necesita ayudo llamar escríbeno número más cercano lugar estés,0
autoridad venezolano alerta onda tropical poder tormenta afectar costa país,0
Quién entender Votante Sudamericano haber ser invadir Desplazados Venezolanos gobernado Narco Dictadura Castro Chavismo DDHH Básicos Miseria pides Libertad Sentenciados Protestas así Lula Sentenciado poder ganar,0
Emprendedora Venezolana Colombia invitar participar evento comunidad mujer venezolano mundo,0
bueno ya pasar pasar unico quedar ser aceptar derrota esperar plan gobierno inviable poder menos dejar fruto mejor escenario contrario preparanse ser nuevo chamo jajajajaja,0
Mca Chama dar mucho malo espín,0
especialmente ya creer hijueputa vendido poder,0
Creería relación población deber ser menor venezolana no creer sea ahí,0
Chamo noo,0
Ucrania Venezuela multiplicar cifra refugiado través,0
ahí estar indefenso veneco,1
desafiliación decir ir profundo tristeza Cristina Reyes ir sondeo opinión no figurar cantante grupo unir Cinthya Viteri no ser afiliar PSC hacer año gozar estatus refugiada Madera Guerrero,0
menos cuerpo migrant documento ser encontrar camión remolque San Antonio Texas informar ABC News citar fuente persona cuatro niño ser trasladar hospital zona síntoma deshidratación Sputnik,0
estar acordar Venezuela hacer mega cola Saime Caracas siempre haber persona vestido tiempo Jesús más ver,0
claro ser Venezuela,0
Tu tambien ser veneco decir haiga editor nacional digital entrevista portal paraco especialista economia pobre hp pelo cobre estupido sonlo escuaca,1
vicepresidente papel crisis político,0
hacer hacer aún hoy día oposición venezolano,0
Buenas noticia pueblo mala Veneco,0
Calla veneco mierda,1
Vienen hacer aquí Ecuador país no poder así defender pueblo chamos aprendar,0
Alejandro Vargas Coordinador Técnico Calidad ser entrevistar explicar situación socioeconómico población refugiado migrante venezolano Lima Metropolitana Escucha entrevista,0
hablar Peruanos asuuu chamar ya Perú no perder acento jejeje tener amiga venezolano ke hablar tu decir mamaguebo día jejejejejar jejeje jejejeje Venezolanos estar hablar peruano Ridikula,0
Amigues Venecos no estar apoyar partido Colombia cabeza tener pensar no poner palabra boca no haber decir beso,0
Gustavo Petro comunicar Gobierno venezolano intención reabrir frontera través,0
Asamblea General NNUU designar partir año ser Día Mundial Refugiados tener objetivo hacer llamado gobierno adoptar enfoque basado empatía reconocimiento derecho refugiado,0
Colombia petróleo tener Venezuela fuerza armado amigo legislativo mayoría Petro tres simple detalle modelo venezolano no aplicar acá cosa tener Chávez ver vez acabar cuento,0
ver no servir ejemplo Venezolano año corrupción banda narcodelictivo correista fin tal vez deber probar primero mano miseria ser capaz atraer izquierda,0
Amix ya no querer ser prima exótico blanquser familia olvidar ser país papel buscar mejor futuro,0
Yyyyyyyyyy premio rebuzno destacado día ser paraaaaaaaa,0
Parece puteado dar ministro hacer cambiar opinión chamo vergüenza ajenar posta,0
Venezuela chamo Venezuela,0
hola chama,0
cierre decretado maduro ser mucho grave pacer luego expulsar colombiano Táchira luego profudizar decidir país provocar salida compatriota venezolano,0
no largar Colombia regreso Venezuela compatriota aquí solo venir robar delinquir sobrar usted veneco ir echar menos,1
marco Día Mundial Refugiado unir consigna persona tener derecho buscar protección díadelrefugiado G,0
manera ser respuesta mala administración anterior pésima duque conocer pai socialista Rumania cuba mas cerca Venezuela democracias ser escalera subir gobierno poder luego tirar abajo,0
último siglo haber perder mayoría guerra directo entrar ver utilizar tercero objetivo Libia Siria Ucrania Venezuela Nicaragua Cuba etc país utilizar proxi actividad subversión KOBA,0
dio mio chama échele cabeza ser demasiado demasiado izquierda ahora encantar más,0
tipejo tanto limitado solo poder haber salir Teleamazonas,0
producto no pasar Aduana así llegar vía terrestre papel origen garantía más perjuicio estado país indígena responsable ser líder indígena propiciar violencia,0
deber saber realmente ser Simón Bolívar estar soldado ecuatoriano estar guerra conocer verdad Bolívar acabar idealización venezolano historia ser mucho diferente contar,0
Q increíble tener menos futuro refugiado Siria,0
ejemplo semana pasar estar regreso trabajo querer pasar parte estar quemar llanta antes punto acercar dos tipo voz venezolano decir no dar plata pinchar llanta,1
ser veneco,1
aqui venezolano delincuente disfrasado refugiado indocumentado estar cobrar dólares infiltrado ocacionar cao cobrar peaje dejar pasar auto derogar huevada regularización,1
oposición venezolano importar PetroVideos respetuosamente aconsejar hermano venezolano buscar solución conflicto país no exterior cambio ser positivo democracia evitar totalitarismo,1
asi empezo venezuela chamo jajajar gente no cansar discurso refrito mismo decir gano amlo mexico boric chile jaja,0
tener calidad tuyo ser mono saltar,0
díamundialdelosrefugiados derecho niñez migrante refugiado estar permanentemente riesgo condición movilidad NoEsCuento deber protección niño niña adolescente migrant refugiado ProtecciónYA,0
no dejar ver pue chama,0
Ud estar refugiado corrupto cuantar doble moral compañerito,0
seguidor gobierno solo llorar víctima mas tremendo novela venezolano,0
año díamundialdelaspersonasrefugiada tocar aún más cerca caber ayuda persona refugiado ver obligado abandonar hogar poder conocer proyecto específico aquí MarcarLaXesLoNormal,0
ser Venezolanos estar aprovechar situación país delinquir,1
ser mejor no poder enfrentar Pueblo pueblo actuar infiltrado venezolano delincuente disfrasado refugiado indocumentado cobrar peaje delinqueir,1
claro Petro recordar migración venezolano deber cambio climático petróleo Obviamente no sistema político modelo ir replicar acá,0
Refugiados estar situación peligro inminente momento cerrar vía violar derecho venir autoridad control pón resistencia utilizar violencia no estar permitir hacer uso fuerza peligrir vida,0
así es trabajer Cúcuta tema inmigrante venezolano casi tres año diz ser totalmente cierto acá cuento Revista Semana ser desinformar bombardear cosa decir sí ser situación allá payaso,0
no poder construir NADA resentimiento venganza saber bien venezolano,0
ser autora parir parir mujer venezolano Colombia,0
deber ser así correa no ser refugiado político ser garrapata perro solo hacer daño absorber nutrient pueblo dar poder saber mantener ahora querer más dejar,0
aquí más veneco deber ser bien investigado menor indicio deportarlos patada,1
resistar hermano demócrata ecuatoriano comunista manipular comunidad indígena interés váyanse vivir Cuba Venezuela allá disfrutar comunismo,0
Chuzooo turro turro Venezuela querido,0
diamundialdelosrefugiado Recordamos persona mundo tener derecho buscar protección importar ser provenir haber tener huir honrar hoy persona refugiado desplazado mundo,0
chamo,0
hpto creer parec veneco lear malparir historia todavía seguir cabeza culo poder ir mierda querer hpts colombiano puro berraco no corrar afrontar frente alto seguir luchar así cagu,1
veneco,1
Fernando creer ya estar grande saber discernir banalidad posesión necesidad pueblo venezolano empobrecido precarizado empecer hablar mejor forma reactivar frontera consecuencia dos Estados,0
Sii ser creer ir preferencia haber hacer test dar hecho principio dar dudoso luego sentir más luego test dar DIOS LIO sentir chama horóscopo aterrador,0
favor ayúdenme tener febrero esperar PPT tener año Pep ahora no siquiera tener aprobado ppt osea ser más fácil dejar indocumentado documento recién llegar,0
pausa recordarl hoy ser Diamundialdelrefugiado Ecuador ser país acogida entrevista director Acnur país hablar situación refugiado,0
enero persona nacionalidad venezolano requerir visa ingresar territorio mexicano calidad visitante SomosFronteraViva,0
Noticias Solo Gobierno venezolano tener acceso contenido llamada mensaje texto metadato millón cuenta acceso operadora privado Movistar,0
refugiado climático verdadero catástrofe ambiental DW Documental través,0
jajajaaj CONCHUDO CORREA MEJOR no TE quedas VENEZUELA XDD YA bastante daño HAS hecho país TUYO PROPIO deja JODER,0
compartir celebración conmemoración día refugiado brindemos apoyo ser solidario,0
Regularizar delincuencia veneco protegido querer atentar jefe,1
especulación servicio básico Venezuela estar desatado bujía correa lavadora más timer nevera más cambiar kit WC mantenimiento aire acondicionado ver cara gente,0
poder hacer documento vehículo vía requerir agente tránsito PetroBastaYa petropresidente NuestraPrioridadEs DePetroEspero PetroNecesita,0
quedar papel documento último vez enamorar,0
Colombia ostentar primero lugar país receptor población venezolano ocupar undécimo lugar reconocimiento condición refugiado,0
sea Uribe reunir Chavez ser socialdemócrata proponer gran alianza binacional Petróleo ser socialdemócrata ahora EEUU plantear comprar petróleo venezolano no ser tanto comunista rara socialdemocracia conveniencia,0
Investigación Gladys María Gutiérrez Alvarado autoridad gobierno chavista visitar Centro Formación Hombre nuevo Simón Bolívar mejor conocido antiguo nombre Planta SomosFronteraViva,0
ser decir veneco ser estúpir naturaleza,1
Chamo paz,1
Chamo dejar droga,1
OperativoSunat Ayacucho Fiscalizadores InsumosQuímicos intervenir IQ documento sustentir traslado comisar cloruro sodio thinner lejía cemento t Insumos poder ser usar elaboración droga ilícito,0
dentro misión solidario salvar vida colaborar gran cantidad medicamento insumos médico entregar personal médico prestar contingente atención persona refugiado lugar,0
sanción ser particular hecho USA seguir ser cliente principal Venezuela cuanto petróleo pagar diariamente dinero concepto dinero entrar arca estado importación venezolano insumo bien ser,0
conlosrefugiado Ecuador reportar refugiado solicitante asilo Acnur,0
ser lamentable pasar mamá no deber pasar ser injusto tratar manera tanto bajo Alcaldesa no devolver pertenecía robado migración venezolano ser solo sandez saber razón migración venezolano,0
chimba sentir hacer amor quedar Tu ere papel así cero corazón roto,0
quedar vestido alborotado churo hecho hacer agua helado indocumentado tratar decidir pueblo ya cansar,1
repudiamos acto vandalico responsabilizamos Bélgica refugiado no respetar cumplir ley internacional asistir negociación paz velar bien ecuatoriano reparación económico inmediato,0
hoy celebrar Día Mundial Personas Refugiadas semana tener repleta actividad Andalucía diamundialdelosrefugiado WorldRefugeeDay seguir HILO,0
Salen Venecos llenar Panamá,1
migrant AFRICANOS MUEREN frontera ESPAÑA INTERNACIONAL menos refugiado africano morir ser asesinar fuerza orden intentar ingresar Melilla ciudad autónomo español ubicado frontera Marruecos,0
Tu ser mio papel,0
imagino gobierno venezolano hacer santeer Petro ganar ir tener relación mucho hermoso,0
marico maldito veneco trabajar local norte ciudad vender producto ser sumamente costoso dejar buen profit querer mes empleado vividor asqueroso,1
ACNUR más millón persona mundo haber ver obligado huir hogar haber millón persona refugiado más mitad menor año hoy ser díamundialdelrefugiado poder hacer,0
Abre frontera convenir amigo chavista venezolano ser ir vivir sabroso Colombia ser pobre Colombia ir seguir ser pobre ir tener competir Venecos empleo,1
Ponte poncho rojo así hacer chamo,0
Sino tener bocadillo ser plato venezolano colombiano bocadillo ser Colombiana lastimar perdistir,0
Siiiii jajajar pasar ver paisano hablar ser modo Dios mio ya poder decir chama,0
díamundialpersonasrefugiada Cruz Roja ser apoyar persona refugiado solicitante asilo hacer más año formar parte Sistema Estatal Acogida ser ser ser persona tener derecho buscar seguridad,0
realizar lanzamiento más cerca Derechos acercar derecho persona migrant refugiada retornada consorcio,0
oír chamo esperar Perú,0
menos venezolano no ser lastimar inhumano traficante ser no no animal comportar así,0
estar ubicado hablar delincuencia común no narcotráfico ya tocar tema venezolano barrio antioquia ahora ser manejar plaza microtafico ser evolucionar quizás invente no poder probar,1
millón votar Petro esperar estar bien representado oposición oposición Colombiana deber marcar diferencia Venezolana no ser garantía año recuperar país,0
Jajajaja estar señora ser cuento no desear peor quedar venezolano mendigar dos año grosería arribista llevar tumba no desear muerte ir allá más viejo más cerca,0
Chile allá Venezuela aquí primero partido eliminatoria igual ser sólir no jorobir Dida ser fundamental asegurar clasificación Colombia Chile ahí ganar no bajar Pervis no ir bajar Dida llorar parque,0
esperar ya cansir venezolana,0
Democracia correista libertad venezolano cubano no,0
Dotora gritona Cataño entonces ya no ir Volver Venezuela no ir Expropiar no cir perder Democracia Porqué decir estar pegar Petro,0
cínico hablar seguramente no haber vivir dejar hipocresía amigo no haber vivir nunca situación venezolano país ya haber persona no comar solo vez día tener presidente derecha,0
persona refugiado ser víctima circunstancia ajeno voluntad vez violento trágico obligar salir territorio no haber más hermoso humano amor derecho saluddemigrantesyrefugiado,0
excelente proceso Regularización otorgamiento PTP más millón Venezolanos poder tener vida tener Beneficios Refugiados,0
ver Flee documental animado historia familia refugiado Hermoso doloroso lograr forma mucho bello tragedia traer honestidad universalidad relato poder,0
Venga veneco dar derecho arregle primero casa luego opine opinión papel higiénico servir colombiano petrista exactamente querer también cara metido,1
decir ser venezolano,0
derecho burgués sentenciar corrupto derecho estar limpiado tener poder Mafias ser cubana ser peor venezolana Evo Ortega Machi Lasso acabar elegir mafia habla,0
ir salgar capturar chamos indígena colombiano estar revuelta cobrar dinero destruir Quito capturado indígena encerramo estadio bañamo agua helado punta ortiga hacer reflexionar positivamente,1
venir después ser autogolpe estado saber ser leal no tener nuevo Fuerzas Armadas favor régimen socialista Pidan libreto venezolano,0
DDenCuenca marco díadelrefugiado participamos feria RefugiAndo GTRM difundir información servicio gratuito favor persona refugiado migrant ecuatoriano gracias apoyo,0
